,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
23,6546,00MD,small_airport,Slater Field,38.7570991516,-75.7537994385,45.0,,US,US-MD,Federalsburg,no,00MD,,00MD,,,
24,6547,00MI,heliport,Dow Chemical Heliport,43.9494018555,-86.4167022705,588.0,,US,US-MI,Ludington,no,00MI,,00MI,,,
25,6548,00MN,small_airport,Battle Lake Municipal Airport,46.2999992371,-95.700302124,1365.0,,US,US-MN,Battle Lake,no,00MN,,00MN,,,
26,6549,00MO,small_airport,Cooper Flying Service Airport,37.2028007507,-94.412399292,970.0,,US,US-MO,Alba,no,00MO,,00MO,,,5K8
27,6550,00MT,small_airport,Sands Ranch Airport,48.5374984741,-109.705001831,2600.0,,US,US-MT,Havre,no,00MT,,00MT,,,
28,6551,00N,small_airport,Bucks Airport,39.4732017517,-75.1852035522,105.0,,US,US-NJ,Bridgeton,no,00N,,00N,,,
29,6552,00NC,small_airport,North Raleigh Airport,36.0852012634,-78.3713989258,348.0,,US,US-NC,Louisburg,no,00NC,,00NC,,,
30,6553,00NJ,heliport,Colgate-Piscataway Heliport,40.5209007263,-74.4746017456,78.0,,US,US-NJ,New Brunswick,no,00NJ,,00NJ,,,
31,6554,00NY,small_airport,Weiss Airfield,42.900100708,-77.4997024536,1000.0,,US,US-NY,West Bloomfield,no,00NY,,00NY,,,
32,6555,00OH,small_airport,Exit 3 Airport,41.5909004211,-84.1421966553,785.0,,US,US-OH,Wauseon,no,00OH,,00OH,,,
33,6556,00OI,heliport,Miami Valley Hospital Heliport,39.745300293,-84.1874008179,905.0,,US,US-OH,Dayton,no,00OI,,00OI,,,
34,6557,00OR,heliport,Steel Systems Heliport,44.9328994751,-123.129997253,195.0,,US,US-OR,Salem,no,00OR,,00OR,,,
35,6558,00PA,heliport,R J D Heliport,39.9488983154,-75.7469024658,402.0,,US,US-PA,Coatesville,no,00PA,,00PA,,,
36,45773,00PN,small_airport,Ferrell Field,41.2995,-80.211111,1301.0,,US,US-PA,Mercer,no,00PN,,00PN,,,
37,6559,00PS,small_airport,Thomas Field,40.3777999878,-77.3653030396,815.0,,US,US-PA,Loysville,no,00PS,,00PS,,,
38,6560,00S,small_airport,Mc Kenzie Bridge State Airport,44.1832008362,-122.088996887,1620.0,,US,US-OR,Mc Kenzie Bridge,no,00S,,00S,,http://en.wikipedia.org/wiki/McKenzie_Bridge_State_Airport,
39,6561,00SC,small_airport,Flying O Airport,34.0093994141,-80.2671966553,150.0,,US,US-SC,Sumter,no,00SC,,00SC,,,
40,6562,00TA,heliport,Sw Region Faa Heliport,32.8269004822,-97.3058013916,598.0,,US,US-TX,Fort Worth,no,00TA,,00TA,,,
41,6563,00TE,heliport,Tcjc-Northeast Campus Heliport,32.8475990295,-97.1894989014,600.0,,US,US-TX,Fort Worth,no,00TE,,00TE,,,
42,6564,00TN,small_airport,Ragsdale Road Airport,35.5158996582,-85.9535980225,1100.0,,US,US-TN,Manchester,no,00TN,,00TN,,,
43,6565,00TS,small_airport,Alpine Range Airport,32.6076011658,-97.2419967651,670.0,,US,US-TX,Everman,no,00TS,,00TS,,,
44,6566,00TX,heliport,San Jacinto Methodist Hospital Heliport,29.7376995087,-94.9802017212,19.0,,US,US-TX,Baytown,no,00TX,,00TX,,,
45,6567,00UT,closed,Clear Creek Ranch Airport,37.2477989197,-112.821998596,6138.0,,US,US-UT,Kanab,no,00UT,,00UT,,,
46,6568,00VA,small_airport,Vaughan Airport,36.57600021,-78.9991684,551.0,,US,US-VA,Alton,no,00VA,,00VA,,,
47,6569,00VI,small_airport,Groundhog Mountain Airport,36.6632995605,-80.49949646,2680.0,,US,US-VA,Hillsville,no,00VI,,00VI,,,
48,6570,00W,small_airport,Lower Granite State Airport,46.673500061,-117.443000793,719.0,,US,US-WA,Colfax,no,00W,,00W,http://www.wsdot.wa.gov/aviation/AllStateAirports/Colfax_LowerGraniteState.htm,,0WA0
49,6571,00WA,small_airport,Howell Airport,47.1783981323,-122.772003174,150.0,,US,US-WA,Longbranch,no,00WA,,00WA,,,
50,6572,00WI,small_airport,Northern Lite Airport,44.3042984009,-89.0501022339,860.0,,US,US-WI,Waupaca,no,00WI,,00WI,,,
51,6573,00WN,small_airport,Hawks Run Airport,46.25,-117.249000549,2900.0,,US,US-WA,Asotin,no,00WN,,00WN,,,
52,6574,00WV,small_airport,Lazy J. Aerodrome,38.8288993835,-79.8660964966,2060.0,,US,US-WV,Beverly,no,00WV,,00WV,,,
53,6575,00XS,small_airport,L P Askew Farms Airport,33.0334014893,-101.933998108,3110.0,,US,US-TX,O'Donnell,no,00XS,,00XS,,,
54,6576,01A,small_airport,Purkeypile Airport,62.9435997009,-152.270004272,1950.0,,US,US-AK,Purkeypile,no,01A,,01A,,,
55,6577,01AK,heliport,Providence Seward Medical Center Heliport,60.1058739754,-149.446249008,120.0,,US,US-AK,Seward,no,01AK,,01AK,,,
56,6578,01AL,small_airport,Ware Island Airport,32.9459991455,-86.5139007568,344.0,,US,US-AL,Clanton,no,01AL,,01AL,,,
57,6579,01AR,heliport,Community Hospital of De Queen Heliport,34.0472984314,-94.3548965454,400.0,,US,US-AR,De Queen,no,01AR,,01AR,,,
58,6580,01AZ,heliport,Yat Heliport,34.6081008911,-111.864997864,3300.0,,US,US-AZ,Camp Verde,no,01AZ,,01AZ,,,
59,6581,01C,closed,Grant Airport,43.3417015076,-85.7750015259,815.0,,US,US-MI,Grant,no,01C,,01C,,https://en.wikipedia.org/wiki/Grant_Airport,
60,6582,01CA,heliport,Lugo Substation Heliport,34.3682405917,-117.370058745,3733.0,,US,US-CA,Hesperia,no,01CA,,01CA,,,
61,6583,01CL,small_airport,Swansboro Country Airport,38.7999000549,-120.73400116,2594.0,,US,US-CA,Placerville,no,01CL,,01CL,,,
62,6584,01CN,heliport,Los Angeles County Sheriff's Department Heliport,34.0377998352,-118.153999329,300.0,,US,US-CA,Los Angeles,no,01CN,,01CN,,,
63,6585,01CO,heliport,St Vincent General Hospital Heliport,39.245300293,-106.246002197,10175.0,,US,US-CO,Leadville,no,01CO,,01CO,,,
64,6586,01CT,heliport,Berlin Fairgrounds Heliport,41.6273002625,-72.7275009155,60.0,,US,US-CT,Berlin,no,01CT,,01CT,,,
65,6587,01FA,small_airport,Rybolt Ranch Airport,28.5893993378,-81.144203186,55.0,,US,US-FL,Orlando,no,01FA,,01FA,,,
66,6588,01FD,heliport,Florida Hospital-Altamonte Heliport,28.6664009094,-81.3705978394,86.0,,US,US-FL,Altamonte Springs,no,01FD,,01FD,,,
67,6589,01FL,small_airport,Cedar Knoll Flying Ranch Airport,28.7819004059,-81.1592025757,19.0,,US,US-FL,Geneva,no,01FL,,01FL,,,
68,6590,01GA,heliport,Medical Center Heliport,32.4793014526,-84.9791030884,319.0,,US,US-GA,Columbus,no,01GA,,01GA,,,
69,6591,01GE,small_airport,The Farm Airport,32.6744003296,-82.7711029053,375.0,,US,US-GA,Wrightsville,no,01GE,,01GE,,,
70,6592,01IA,small_airport,Stender Airport,41.6610984802,-90.7413024902,725.0,,US,US-IA,Maysville,no,01IA,,01IA,,,
71,6530,01ID,small_airport,Lava Hot Springs Airport,42.6082000732,-112.031997681,5268.0,,US,US-ID,Lava Hot Springs,no,01ID,,01ID,,,Formerly 00E
72,6593,01II,small_airport,Myers Field,39.8849983215,-86.5066986084,950.0,,US,US-IN,Lizton,no,01II,,01II,,,
73,6594,01IL,heliport,Hoopeston Community Memorial Hospital Heliport,40.4585990906,-87.6595001221,583.0,,US,US-IL,Hoopeston,no,01IL,,01IL,,,
74,6595,01IN,heliport,Community Hospital Heliport,40.1309013367,-85.6958007812,890.0,,US,US-IN,Anderson,no,01IN,,01IN,,,
75,6596,01IS,small_airport,William E. Koenig Airport,39.0162010193,-90.3181991577,670.0,,US,US-IL,Dow,no,01IS,,01IS,,,
76,6597,01J,small_airport,Hilliard Airpark,30.6863002777,-81.9057006836,59.0,,US,US-FL,Hilliard,no,01J,,01J,,,
77,6598,01K,small_airport,Caldwell Municipal Airport,37.0360984802,-97.5864028931,1157.0,,US,US-KS,Caldwell,no,01K,,01K,,,
78,6599,01KS,small_airport,Flying N Ranch Airport,38.540599823,-97.0033035278,1485.0,,US,US-KS,Lost Springs,no,01KS,,01KS,,,
79,6600,01KY,heliport,Lourdes Hospital Heliport,37.051700592,-88.6468963623,419.0,,US,US-KY,Paducah,no,01KY,,01KY,,,
80,6601,01LA,small_airport,Barham Airport,32.638999939,-91.7736968994,90.0,,US,US-LA,Oak Ridge,no,01LA,,01LA,,,
81,6602,01LL,small_airport,Schumaier Restricted Landing Area,38.1258010864,-89.4638977051,555.0,,US,US-IL,Pinckneyville,no,01LL,,01LL,,,
82,6603,01LS,small_airport,Country Breeze Airport,30.7059993744,-91.0774002075,125.0,,US,US-LA,Slaughter,no,01LS,,01LS,,,
83,6604,01MA,heliport,Compaq Andover Heliport,42.6250991821,-71.1800994873,140.0,,US,US-MA,Andover,no,01MA,,01MA,,,
84,6605,01MD,seaplane_base,Annapolis Seaplane Base,38.999199,-76.456001,,,US,US-MD,Annapolis,no,01MD,,01MD,,,
85,6606,01ME,seaplane_base,Saint Peter's Seaplane Base,46.7789001465,-68.5002975464,608.0,,US,US-ME,Portage Lake,no,01ME,,01ME,,,
86,6607,01MI,heliport,Flow Through Terminal Heliport,43.0494995117,-83.6797027588,736.0,,US,US-MI,Flint,no,01MI,,01MI,,,
87,6608,01MN,seaplane_base,Barnes Seaplane Base,47.8996009827,-92.5574035645,1358.0,,US,US-MN,Cook,no,01MN,,01MN,,,
88,6609,01MO,heliport,Highway Patrol Troop C Headquarters Heliport,38.6417007446,-90.4842987061,615.0,,US,US-MO,Town and Country,no,01MO,,01MO,,,
89,6610,01MT,small_airport,Crystal Lakes Resort Airport,48.789100647,-114.879997253,3141.0,,US,US-MT,Fortine,no,01MT,,01MT,,,
90,6611,01NC,small_airport,Topsail Airpark,34.4752998352,-77.5813980103,65.0,,US,US-NC,Holly Ridge,no,01NC,,01NC,,,
91,6612,01NE,small_airport,Detour Airport,40.8436012268,-100.652999878,3000.0,,US,US-NE,Wellfleet,no,01NE,,01NE,,,
92,6613,01NH,small_airport,Moore Airfield,43.6445007324,-72.0869979858,835.0,,US,US-NH,Enfield,no,01NH,,01NH,,,
93,6614,01NJ,heliport,Albert Guido Memorial Heliport,40.7417984009,-74.1371002197,10.0,,US,US-NJ,Newark,no,01NJ,,01NJ,,,
94,45537,01NM,small_airport,Champion Ranch Airport,33.008611,-104.540278,3630.0,,US,US-NM,Artesia,no,01NM,,01NM,,,
95,6615,01NV,small_airport,Lantana Ranch Airport,38.7639007568,-119.027000427,4600.0,,US,US-NV,Yerington,no,01NV,,01NV,,,
96,6616,01NY,heliport,Vassar Hospital Heliport,41.7000999451,-73.9496002197,100.0,,US,US-NY,Poughkeepsie,no,01NY,,01NY,,,
97,6617,01OI,heliport,Galion Community Hospital Heliport,40.7305984497,-82.8015975952,1140.0,,US,US-OH,Galion,no,01OI,,01OI,,,
98,6618,01OK,small_airport,Lawrence Airport,35.2944984436,-98.6364974976,1525.0,,US,US-OK,Eakly,no,01OK,,01OK,,,
99,6619,01OR,small_airport,Red & White Flying Service Airport,43.1193008423,-121.044998169,4346.0,,US,US-OR,Silver Lake,no,01OR,,01OR,,,
100,6620,01PA,heliport,Pine Heliport,40.6556015015,-80.0509033203,1215.0,,US,US-PA,Mars,no,01PA,,01PA,,,
101,6621,01PN,small_airport,Bierly(Personal Use) Airport,40.9305992126,-77.738899231,960.0,,US,US-PA,Bellefonte,no,01PN,,01PN,,,
102,6622,01PS,small_airport,Nort's Resort Airport,41.5959014893,-76.0296020508,1040.0,,US,US-PA,Meshoppen,no,01PS,,01PS,,,
103,6623,01SC,small_airport,York Airport,35.0321006775,-81.2527999878,779.0,,US,US-SC,York,no,01SC,,01SC,,,
104,6624,01TA,heliport,Thirty Thirty Matlock Office Center Heliport,32.6941986084,-97.1157989502,630.0,,US,US-TX,Arlington,no,01TA,,01TA,,,
105,6625,01TE,small_airport,Smith Field,32.7375984192,-96.4280014038,505.0,,US,US-TX,Forney,no,01TE,,01TE,,,
106,6626,01TN,small_airport,Colonial Air Park,34.9958992004,-89.7305984497,370.0,,US,US-TN,Collierville,no,01TN,,01TN,,,
107,6627,01TS,heliport,St Joseph Hospital Heliport,32.7285003662,-97.3245010376,675.0,,US,US-TX,Fort Worth,no,01TS,,01TS,,,
108,6628,01TX,small_airport,Mims Farm Ultralightport,32.3875999451,-96.8775024414,610.0,,US,US-TX,Waxahachie,no,01TX,,01TX,,,
109,6629,01U,small_airport,Duckwater Airport,38.851600647,-115.634002686,5124.0,,US,US-NV,Duckwater,no,01U,,01U,,,
110,6630,01UT,small_airport,La Sal Junction Airport,38.3083000183,-109.396003723,6000.0,,US,US-UT,La Sal,no,01UT,,01UT,,,
111,6631,01VA,small_airport,Pickles Airport,39.125,-77.9250030518,500.0,,US,US-VA,Berryville,no,01VA,,01VA,,,
112,6632,01WA,heliport,Willapa Harbor Heliport,46.6632003784,-123.81199646,154.0,,US,US-WA,South Bend,no,01WA,,01WA,,,
113,6633,01WI,small_airport,Prehn Cranberry Company Airport,44.0099983215,-90.3891983032,930.0,,US,US-WI,Tomah,no,01WI,,01WI,,,
114,6634,01WN,heliport,Whidbey General Hospital Heliport,48.2134017944,-122.684997559,103.0,,US,US-WA,Coupeville,no,01WN,,01WN,,,
115,45900,01WT,heliport,Odyssey Heliport,47.518178,-122.210908,20.0,,US,US-WA,Renton,no,01WT,,01WT,,,
116,6635,01WY,small_airport,Keyhole Airport,44.3471984863,-104.810997009,4250.0,,US,US-WY,Moorcroft,no,01WY,,01WY,,,
117,46288,01XA,heliport,Seton Medical Center Hays Heliport,30.007222,-97.853333,715.0,,US,US-TX,Kyle,no,01XA,,01XA,,,
118,6636,01XS,heliport,Meadowood Ranch Heliport,32.020198822,-95.7454986572,500.0,,US,US-TX,Athens,no,01XS,,01XS,,,
119,6637,02AK,small_airport,Rustic Wilderness Airport,61.8768997192,-150.098007202,190.0,,US,US-AK,Willow,no,02AK,,02AK,,,
120,6638,02AL,small_airport,Bass Field,30.3715000153,-87.7643966675,61.0,,US,US-AL,Foley,no,02AL,,02AL,,,
121,43030,02AR,small_airport,Three Rivers Airport,34.8224449158,-92.4444198608,264.0,,US,US-AR,Little Rock,no,02AR,,02AR,,,
122,6640,02AZ,small_airport,Winchester Farm Airstrip,32.3763999939,-109.93699646,4200.0,,US,US-AZ,Willcox,no,02AZ,,02AZ,,,
123,6641,02CA,heliport,Swepi Beta Platform Ellen Heliport,33.5825004578,-118.128997803,122.0,,US,US-CA,Huntington Beach,no,02CA,,02CA,,,
124,6642,02CD,small_airport,Shannon Field,34.1296005249,-90.5240020752,165.0,,US,US-MS,Clarksdale,no,02CD,,02CD,,,
125,6643,02CL,small_airport,Conover Air Lodge Airport,34.761100769,-119.058998108,5160.0,,US,US-CA,Frazier Park,no,02CL,,02CL,,,
126,6644,02CO,small_airport,Mc Cullough Airport,37.6432991028,-106.04699707,7615.0,,US,US-CO,Monte Vista,no,02CO,,02CO,,,
127,6645,02CT,heliport,Strangers Point Heliport,41.9196014404,-72.4445037842,540.0,,US,US-CT,Ellington,no,02CT,,02CT,,,
128,6646,02FA,small_airport,Osborn Airfield,28.5266990662,-81.8748016357,121.0,,US,US-FL,Groveland,no,02FA,,02FA,,,
129,45347,02FL,small_airport,Cuchens Airport,30.642778,-86.123889,215.0,,US,US-FL,Defuniak Springs,no,02FL,,02FL,,,
130,6648,02GA,small_airport,Doug Bolton Field,34.2025985718,-83.4290008545,884.0,,US,US-GA,Commerce,no,02GA,,02GA,,,
131,6649,02GE,small_airport,Etowah Fields Airport,34.1753005981,-84.9244003296,710.0,,US,US-GA,Euharlee,no,02GE,,02GE,,,
132,6650,02HI,heliport,K3 Helipad Heliport,21.3619995117,-157.951004028,9.0,,US,US-HI,Pearl Harbor,no,02HI,,02HI,,,
133,6651,02IA,heliport,Boone County Hospital Heliport,42.056098938,-93.8779983521,1160.0,,US,US-IA,Boone,no,02IA,,02IA,,,
134,6652,02ID,small_airport,Morgan Ranch Airport,44.5555000305,-115.305000305,5634.0,,US,US-ID,Cascade,no,02ID,,02ID,,,
135,6653,02II,small_airport,King Ultralightport,40.0623016357,-86.2105026245,925.0,,US,US-IN,Westfield,no,02II,,02II,,,
136,6654,02IN,small_airport,Diamond P. Field,40.2089004517,-85.540802002,904.0,,US,US-IN,Muncie,no,02IN,,02IN,,,
137,6655,02IS,heliport,Condell Medical Center Heliport,42.2746009827,-87.9572982788,762.0,,US,US-IL,Libertyville,no,02IS,,02IS,,,
138,6656,02KS,small_airport,Jmj Landing Airport,39.2221984863,-96.0552978516,1170.0,,US,US-KS,St Marys,no,02KS,,02KS,,,
139,6657,02KY,heliport,Boone National Guard Heliport,38.1833992004,-84.8999023438,760.0,,US,US-KY,Frankfort,no,02KY,,02KY,,,
140,6658,02LA,heliport,La State Police Troop G Heliport,32.5312995911,-93.6602020264,168.0,,US,US-LA,Bossier City,no,02LA,,02LA,,,
141,6659,02LS,heliport,Windy Hill Heliport,30.1483001709,-91.9189987183,25.0,,US,US-LA,Broussard,no,02LS,,02LS,,,
142,6660,02MA,heliport,Cuttyhunk Heliport,41.4196014404,-70.9270019531,9.0,,US,US-MA,Gosnold,no,02MA,,02MA,,,
143,6661,02ME,small_airport,Old Acton Airfield,43.5373001099,-70.929397583,700.0,,US,US-ME,Acton,no,02ME,,02ME,,,
144,6662,02MI,small_airport,Fairplains Airpark,43.1571006775,-85.1484985352,850.0,,US,US-MI,Greenville,no,02MI,,02MI,,,
145,6663,02MN,small_airport,Greenbush Municipal Airport,48.6833000183,-96.1920013428,1070.0,,US,US-MN,Greenbush,no,02MN,,02MN,,,
146,6664,02MO,small_airport,Troy Airpark,39.0499992371,-91.0335006714,650.0,,US,US-MO,Troy,no,02MO,,02MO,,,
147,6665,02MS,small_airport,Watts Field,34.1001014709,-90.8468017578,153.0,,US,US-MS,Rochdale,no,02MS,,02MS,,,
148,6666,02MT,small_airport,Barrett Field,47.2374000549,-111.741996765,3350.0,,US,US-MT,Cascade,no,02MT,,02MT,,,
149,6667,02MU,small_airport,Timber Line Airpark,36.6542015076,-93.7974014282,1550.0,,US,US-MO,Cassville,no,02MU,,02MU,,,
150,45686,02NC,heliport,Race City Heliport,35.541111,-80.597778,809.0,,US,US-NC,Landis,no,02NC,,02NC,,,
151,6668,02NE,small_airport,Benes Service Airport,41.0745010376,-96.9045028687,1550.0,,US,US-NE,Valparaiso,no,02NE,,02NE,,,
152,6669,02NH,seaplane_base,Iroquois Landing Seaplane Base,44.6571006775,-71.2191009521,1180.0,,US,US-NH,Dummer,no,02NH,,02NH,,,
153,6670,02NJ,heliport,Penske Heliport,40.5573005676,-74.4671020508,78.0,,US,US-NJ,Piscataway,no,02NJ,,02NJ,,,
154,6671,02NV,small_airport,Paiute Meadows Airport,41.3032989502,-118.597999573,4443.0,,US,US-NV,Winnemucca,no,02NV,,02NV,,,
155,6672,02NY,heliport,Hansen Heliport,43.132598877,-75.6555023193,435.0,,US,US-NY,Durhamville,no,02NY,,02NY,,,
156,6673,02OH,small_airport,Zimmerman Airport,41.3763999939,-83.0832977295,614.0,,US,US-OH,Fremont,no,02OH,,02OH,,,
157,6674,02OI,small_airport,Murtha Airport,41.8019981384,-80.5653991699,950.0,,US,US-OH,Conneaut,no,02OI,,02OI,,,
158,6675,02OK,heliport,Canon Heliport,35.4584007263,-97.5252990723,1191.0,,US,US-OK,Oklahoma City,no,02OK,,02OK,,,
159,6676,02OR,small_airport,Rowena Dell Airport,45.6814994812,-121.316001892,705.0,,US,US-OR,The Dalles,no,02OR,,02OR,,,
160,6677,02P,heliport,Stottle Memorial Heliport,40.4035987854,-77.556602478,591.0,,US,US-PA,Honey Grove,no,02P,,02P,,,
161,6678,02PA,heliport,Lag Iii Heliport,40.4383010864,-79.7699966431,1070.0,,US,US-PA,Monroeville,no,02PA,,02PA,,,
162,6679,02PN,heliport,Peco Berwyn Heliport,40.0695991516,-75.4552001953,390.0,,US,US-PA,Berwyn,no,02PN,,02PN,,,
164,6681,02PS,small_airport,Hughes Ultralightport,41.9006004333,-77.2303009033,1700.0,,US,US-PA,Tioga,no,02PS,,02PS,,,
165,6682,02SC,small_airport,Harpers Airport,32.7584991455,-81.2248001099,111.0,,US,US-SC,Estill,no,02SC,,02SC,,,
166,6683,02T,small_airport,Wise River Airport,45.7691001892,-112.982002258,5830.0,,US,US-MT,Wise River,no,02T,,02T,,,
167,6684,02TA,heliport,Matagorda Shore Facility Heliport,28.7213993073,-95.8738021851,5.0,,US,US-TX,Matagorda,no,02TA,,02TA,,,
168,6685,02TE,heliport,Baylor Medical Center Heliport,32.395401001,-96.8641967773,560.0,,US,US-TX,Waxahachie,no,02TE,,02TE,,,
169,6686,02TN,small_airport,Ellis Field,35.7806015015,-86.584197998,840.0,,US,US-TN,Murfreesboro,no,02TN,,02TN,,,
170,6687,02TS,heliport,Fwomc Heliport,32.7476005554,-97.3700027466,684.0,,US,US-TX,Fort Worth,no,02TS,,02TS,,,
171,6688,02TX,small_airport,The Palms At Kitty Hawk Airport,33.3704032898,-101.92288208,3235.0,,US,US-TX,New Home,no,02TX,,02TX,,,
172,6689,02UT,small_airport,Lucin Airport,41.3662986755,-113.843002319,4412.0,,US,US-UT,Lucin,no,02UT,,02UT,,,
173,6690,02VA,small_airport,The Greenhouse Airport,38.4356994629,-77.8572006226,320.0,,US,US-VA,Culpeper,no,02VA,,02VA,,,
174,6691,02VG,heliport,Northstar Aviation Heliport,36.6388015747,-82.1166992188,1850.0,,US,US-VA,Bristol,no,02VG,,02VG,,,
175,6692,02WA,small_airport,Cawleys South Prairie Airport,47.1523017883,-122.09400177,690.0,,US,US-WA,South Prairie,no,02WA,,02WA,,,
176,6693,02WI,small_airport,Beer Airport,45.0318984985,-92.6557998657,920.0,,US,US-WI,Hudson,no,02WI,,02WI,,,
177,6694,02WN,small_airport,Fowler Field,48.7458000183,-119.319000244,2150.0,,US,US-WA,Tonasket,no,02WN,,02WN,,,
178,6695,02XS,small_airport,Seidel Ranch Airport,30.1476993561,-97.6628036499,510.0,,US,US-TX,Elroy,no,02XS,,02XS,,,
179,6696,03AK,seaplane_base,Joe Clouds Seaplane Base,60.7272224426,-151.132781982,150.0,,US,US-AK,Kenai,no,03AK,,03AK,,,
180,6697,03AL,heliport,Jackson County Hospital Heliport,34.6624984741,-86.047203064,628.0,,US,US-AL,Scottsboro,no,03AL,,03AL,,,
181,6698,03AR,heliport,Hscmh Heliport,34.3576011658,-92.7884979248,350.0,,US,US-AR,Malvern,no,03AR,,03AR,,,
182,6699,03AZ,small_airport,Thompson International Aviation Airport,31.4333992004,-110.083999634,4275.0,,US,US-AZ,Hereford,no,03AZ,,03AZ,,,
183,6700,03CA,heliport,Grossmont Hospital Heliport,32.779484,-117.006952,634.0,,US,US-CA,La Mesa,no,03CA,,03CA,,,
184,6701,03CO,small_airport,Kugel-Strong Airport,40.2125015259,-104.744003296,4950.0,,US,US-CO,Platteville,no,03CO,,03CO,,,
185,6702,03FA,small_airport,Lake Persimmon Airstrip,27.353099823,-81.4080963135,70.0,,US,US-FL,Lake Placid,no,03FA,,03FA,,,
186,6703,03FD,small_airport,Tharpe Airport,30.8288002014,-85.7310028076,115.0,,US,US-FL,Bonifay,no,03FD,,03FD,,,
187,6704,03FL,heliport,Ranger Heliport,26.6837005615,-80.1873016357,20.0,,US,US-FL,West Palm Beach,no,03FL,,03FL,,,
188,6705,03I,small_airport,Clarks Dream Strip,39.6441993713,-83.0182037354,680.0,,US,US-OH,Circleville,no,03I,,03I,,,
189,6706,03IA,small_airport,East Field,41.5819015503,-92.4613037109,954.0,,US,US-IA,Montezuma,no,03IA,,03IA,,,
190,6707,03ID,small_airport,Flying Y Ranch Airport,44.7943000793,-116.532997131,3180.0,,US,US-ID,Council,no,03ID,,03ID,,,
191,6708,03II,small_airport,Davis Field Ultralightport,37.9620018005,-87.7789001465,465.0,,US,US-IN,Mount Vernon,no,03II,,03II,,,
192,6709,03IL,small_airport,Wix Airport,41.4023017883,-87.8167037964,750.0,,US,US-IL,Monee,no,03IL,,03IL,,,
